autor,status,cena_wywolawcza,cena_sprzedazy,tytul,rok_powstania,aukcja,wymiar_x,wymiar_y,wielkosc,techniki,material,rok_pow_new
Gustaw Gwozdecki,zarchiwizowany,50000,102000,KWIATY W DZBANKU, PRZED 1911,2016-03-20,64.5,64.2,4140.900000000001,olej,płótno,1911
Rafał Malczewski,zarchiwizowany,10000,12000,PEJZAŻ JESIENNY,,2016-03-20,37.5,55.0,2062.5,akwarela,papier,
Zygmunt Waliszewski,zarchiwizowany,18000,52000,MARTWA NATURA ZE SZCZUPAKIEM, OK. 1930,2016-03-20,38.5,73.0,2810.5,olej,płótno,1930
Feliks Michał Wygrzywalski,zarchiwizowany,5000,0,SPRZEDAWCY DYWANÓW, OK. 1930,2016-03-20,47.0,66.0,3102.0,pastel,papier,1930
Rafał Malczewski,zarchiwizowany,6000,12000,MOUNTAIN WARSAW W GÓRACH SKALISTYCH, X 1943,2016-03-20,50.0,32.6,1630.0,akwarela,papier,1943
Roman Kochanowski,zarchiwizowany,5000,5000,JESIEŃ NA MOKRADŁACH,,2016-03-20,16.3,24.0,391.20000000000005,olej,sklejka,
Zygmunt Menkes,zarchiwizowany,45000,53000,MARTWA NATURA Z JABŁKAMI, OK. 1930,2016-03-20,46.0,65.3,3003.7999999999997,olej,płótno,1930
Jan Rubczak,zarchiwizowany,3000,4000,BARKI W DZIEŃ DESZCZOWY W QUIBORN, 1910,2016-03-20,34.5,34.5,1190.25,olej,tektura,1910
Jan Stanisławski,zarchiwizowany,50000,130000,ŁĄKA, LATA 80. XIX W,2016-03-20,21.7,30.2,655.3399999999999,olej,płótno naklejone na tekturę,80
Adam Setkowicz,zarchiwizowany,15000,0,PRZED KARCZMĄ, OK. 1912,2016-03-20,48.0,80.7,3873.6000000000004,olej,płyta,1912
Józef Marszewski,zarchiwizowany,2000,8500,NA BRZEGU MORZA, OK. 1860,2016-03-20,9.5,14.3,135.85,olej,tektura naklejona na deskę,1860
Leopold Gottlieb,zarchiwizowany,4000,0,KOBIETY Z DZIECKIEM,,2016-03-20,15.0,12.8,192.0,"akwarela, ołowek",kredka,
Wojciech Kossak,zarchiwizowany,30000,41000,POGOŃ KONNICY ZA BOLSZEWIKAMI, 1919,2016-03-20,66.5,96.5,6417.25,olej,płótno,1919
Jakub (Jacques) Zucker,zarchiwizowany,5000,0,PLAC W COLLIOURE, PO 1947,2016-03-20,35.0,27.0,945.0,olej,płyta,1947
Michał Gorstkin Wywiórski,zarchiwizowany,15000,24000,JEŹDZIEC WSCHODNI, OK. 1885,2016-03-20,46.0,34.0,1564.0,olej,płótno,1885
Olga Boznańska,zarchiwizowany,17000,17000,STUDIUM. PORTRET MŁODEGO MĘŻCZYZNY, OK. 1930,2016-03-20,72.5,24.5,1776.25,olej,tektura,1930
Aleksy Nowakiwski,zarchiwizowany,20000,0,TATRY. GIEWONT OD POŁUDNIOWEGO WSCHODU, 1931,2016-03-20,26.0,34.0,884.0,olej,tektura,1931
  Nikifor Krynicki,zarchiwizowany,2000,5000,W IZBIE,,2016-03-20,16.4,24.0,393.59999999999997,akwarela,papier,
Edward Okuń,zarchiwizowany,18000,0,PEJZAŻ Z OKOLIC ROCCA DI MEZZO, 1913,2016-03-20,22.5,33.0,742.5,olej,płótno,1913
Wiktor Korecki,zarchiwizowany,2000,2000,POTOK W ZIMOWYM LESIE,,2016-03-20,19.8,35.0,693.0,olej,tektura,
Felix  Ziem ,zarchiwizowany,8000,16000,WENECJA, LATA 1873 -1878,2016-03-20,25.0,36.0,900.0,olej,deska mahoniowa,1873
Wojciech Weiss,zarchiwizowany,40000,49000,PORTRET RÓŻY SCHLEICHKORN, 1899,2016-03-20,78.0,62.0,4836.0,olej,tektura,1899
Leopold Schmutzler,zarchiwizowany,6000,13000,UŚMIECH,,2016-03-20,59.5,45.2,2689.4,olej,tektura,
Michał  Stańko ,zarchiwizowany,3000,3300,WIDOK TATRZAŃSKI,,2016-03-20,68.5,98.5,6747.25,olej,tektura,
Franciszek Żmurko,zarchiwizowany,290000,300000,IUS PRIMAE NOCTIS, PRZED GRUDNIEM 1892,2016-03-20,160.0,197.5,31600.0,olej,płótno,1892
Stanisław Ignacy Witkiewicz,zarchiwizowany,30000,57000,PORTRET KRYSTYNY HEŁCZYŃSKIEJ-KILARSKIEJ, IV 1934,2016-03-20,62.5,47.8,2987.5,pastel,papier szary,1934
Edward Okuń,zarchiwizowany,15000,21000,JULIO (MŁODOŚĆ), 1907,2016-03-20,30.8,30.5,939.4,olej,płótno,1907
Antoni Kozakiewicz,zarchiwizowany,3000,3800,NA PRZECHADZCE,,2016-03-20,31.0,22.0,682.0,akwarela,papier,
Teofil Kwiatkowski,zarchiwizowany,6000,0,SCENA DWORSKA,,2016-03-20,21.8,17.2,374.96,"akwarela, gwasz",papier,
Pablo Picasso,zarchiwizowany,800,1200,W PRACOWNI RZEŹBIARZA, 1933-1973,2016-02-16,16.0,21.8,348.8,serigrafia,papier,1933
Franciszek Kmita,zarchiwizowany,1500,1500,PENISCOLA. PORT I MIASTO, 1982,2016-02-16,38.0,55.0,2090.0,olej,płótno,1982
Andrzej Fogtt,zarchiwizowany,500,0,EPITAFIUM DLA POKONANEGO, 1985,2016-02-16,59.7,49.2,2937.2400000000002,gwasz,papier,1985
Zdzisław Otello Horodecki,zarchiwizowany,500,500,MLECZNE DRZEWA, 2006,2016-02-16,50.0,42.0,2100.0,"akryl, tusz",karton,2006
Zdzisław Beksiński,zarchiwizowany,500,1600,BEZ TYTUŁU,,2016-02-16,14.5,19.5,282.75,grafika komputerowa,papier,
Jan Lebenstein,zarchiwizowany,100,1300,FAUBOURG ST. DENIS,,2016-02-16,43.3,32.5,1407.25,litografia barwna,papier,
Paweł  Steller,zarchiwizowany,300,0,RATUSZ OPOLSKI, 1959,2016-02-16,24.3,19.9,483.57,drzeworyt,papier kremowy,1959
Witold Zacharewicz,zarchiwizowany,500,500,DWUKÓŁKA W PARYŻU, 1974,2016-02-16,19.0,25.5,484.5,,"serigrafia na akwatincie,papier",1974
Przemysław  Pabudziński ,zarchiwizowany,500,0,OKOLICE WÓLKI PRZYBOJEWSKIEJ, 1996,2016-02-16,39.0,46.5,1813.5,olej,płyta pilśniowa,1996
Paweł  Steller,zarchiwizowany,300,500,KONWALIE, 1955,2016-02-16,25.0,19.0,475.0,drzeworyt,papier,1955
Jan Marcin Szancer,zarchiwizowany,200,700,ILUSTRACJA DO BAJKI,,2016-02-16,21.5,29.8,640.7,"akwarela, tusz, pióro",papier,
Zdzisław Lachur,zarchiwizowany,500,2100,CHRYSTUS, 1971,2016-02-16,32.0,26.2,838.4,"olej, gwasz, tusz",płyta pilśniowa,1971
Friedensreich Hundertwasser,zarchiwizowany,500,0,PLAKAT AUTORSKI, 1983,2016-02-16,83.0,59.0,4897.0,offset barwny,papier,1983
Andrzej Fogtt,zarchiwizowany,100,400,POSTAĆ SIEDZĄCA, 1985,2016-02-16,29.5,23.5,693.25,tusz pióro,papier,1985
Gabriela Obremba,zarchiwizowany,1500,0,KOMPOZYCJA ARCHITEKTONICZNA, 1967,2016-02-16,24.0,29.8,715.2,olej,tektura,1967
Jan Bukowski,zarchiwizowany,300,0,PROJEKT OKŁADKI DO POWIEŚCI ADOLFA DYGASIŃSKIEGO,,2016-02-16,15.5,14.0,217.0,litografia barwna,papier,
Waldemar Mazurek,zarchiwizowany,900,1100,MĘŻCZYZNA,,2016-02-16,1.0,1.0,1.0,brąz,kamień,
Jerzy Panek,zarchiwizowany,100,500,AUTOPORTRET,,2016-02-16,14.0,19.9,278.59999999999997,atrament,papier,
Zofia Stryjeńska,zarchiwizowany,500,800,Z TEKI KOSTIUMY POLSKIE (KRAKOWIAK),,2016-02-16,43.7,31.3,1367.8100000000002,gwasz,szablon (pochoir),
Józef Gielniak,zarchiwizowany,200,200,EX LIBRIS ZBISŁAWA MICHNIEWICZA,,2016-02-16,5.5,3.7,20.35,linoryt,papier,
Franciszek Sunderland,zarchiwizowany,300,800,WIDOK NA RYNEK STAREGO MIASTA 1 ĆW. XX W.,,2016-02-16,20.5,28.0,574.0,akwarela,papier,
Wiesław Wałkuski,zarchiwizowany,100,600,TWARZ,,2016-02-16,25.0,34.7,867.5000000000001,pastel,papier,
Jacek Yerka,zarchiwizowany,500,1400,ORCHIS MASCULA, 2016,2016-02-16,29.7,21.0,623.6999999999999,ołówek,papier,2016
Maciej Kłoś ,zarchiwizowany,200,200,ZOFIA KUCÓWNA, 2014,2016-02-16,30.3,40.5,1227.15,,fotografia barwna,2014
Antoni Janusz Wojnarowski,zarchiwizowany,200,0,DZWONIEC, 2015,2016-02-16,18.0,24.0,432.0,olej,płótno,2015
Tomasz Sętowski,zarchiwizowany,2500,0,STER WYOBRAŹNI, 2015,2016-02-16,23.0,31.0,713.0,"akwarela, tusz, pióro",papier,2015
Stanisław Fijałkowski,zarchiwizowany,1000,1000,CZERWONA SZARFA, 1995,2016-02-16,67.5,48.5,3273.75,serigrafia barwna,papier,1995
Leszek Tadeusz Serafin ,zarchiwizowany,300,300,LTS 29, 2015,2016-02-16,40.0,70.0,2800.0,collage,papier,2015
Jerzy Nowosielski,zarchiwizowany,1000,4700,AKT &#8211; SKULONA, 1997,2016-02-16,91.5,65.0,5947.5,serigrafia barwna,papier,1997
Tomasz Kawiak,zarchiwizowany,700,700,MASZERUJĄCE DŻINSY, 1998,2016-02-16,1.0,1.0,1.0,,terakota szkliwiona,1998
Jerzy Duda Gracz,zarchiwizowany,1200,2300,CHRYSTUS, 1956,2016-02-16,19.0,13.3,252.70000000000002,"tusz, pędzel",papier,1956
Leszek Rózga,zarchiwizowany,400,400,SZKICOWNIK Z LATA, 1978,2016-02-16,32.5,27.2,884.0,akwaforta sepiowa,papier,1978
Jan Nowak ,zarchiwizowany,200,200,PANIOWY, 1996,2016-02-16,13.9,21.9,304.40999999999997,akwaforta,papier,1996
Jerzy Jarnuszkiewicz,zarchiwizowany,300,0,KOPUŁA,,2016-02-16,14.0,10.0,140.0,tusz pióro,papier kremowy,
Jolanta Johnsson,zarchiwizowany,400,0,MŁODOŚĆ &#8211; INKA, 2014,2016-02-16,70.0,50.3,3521.0,technika własna,papier,2014
Antoni Kowalski,zarchiwizowany,1000,1000,MODLITWA Z HOEILAART, 1994,2016-02-16,70.0,50.0,3500.0,pastel,papier,1994
Jarosław Modzelewski,zarchiwizowany,300,300,ADAM KADMON, 2009,2016-02-16,49.0,65.0,3185.0,litografia,papier,2009
Igor Mitoraj,zarchiwizowany,5000,0,PORTRET MĘŻCZYZNY,,2016-02-16,1.0,1.0,1.0,brąz,kamień,
Marek  Raczkowski ,zarchiwizowany,100,400,RYSUNEK SATYRYCZNY,,2016-02-16,23.8,21.0,499.8,"akwarela, tusz, pióro",papier,
Chaim  Goldberg,zarchiwizowany,300,300,ŻYD Z KOZĄ,,2016-02-16,45.3,31.5,1426.9499999999998,litografia barwna,papier,
Wojciech Ćwiertniewicz ,zarchiwizowany,300,500,BEZ TYTUŁU (83), 1993,2016-02-16,24.0,33.0,792.0,olej,płótno,1993
Mariusz Chrostowski,zarchiwizowany,1800,0,TRZY MARTWE NATURY, 2002,2016-02-16,26.0,21.5,559.0,olej,płyta,2002
Jacek Kawalerowicz,zarchiwizowany,800,0,NA ŁĄCE, 1982,2016-02-16,46.0,59.0,2714.0,"tusz pióro, akwarela",papier,1982
Mariola Świgulska,zarchiwizowany,400,400,SNY O KOSMOSIE,,2016-02-16,100.5,70.0,7035.0,olej,płótno,
Andrzej Lachowicz ,zarchiwizowany,500,500,ENERGIA UPADKU II, 1981,2016-02-16,19.0,59.0,1121.0,serigrafia,karton,1981
Zofia Stryjeńska,zarchiwizowany,500,800,Z TEKI KOSTIUMY POLSKIE, 1939,2016-02-16,40.0,27.5,1100.0,gwasz,szablon (pochoir),1939
Jan Wiśniewski,zarchiwizowany,2000,0,KAZIMIERZ NAD WISŁĄ, 1928,2016-02-16,31.0,45.5,1410.5,olej,płótno naklejone na deskę,1928
Eliza  Stokowska ,zarchiwizowany,500,500,KWIATY,,2016-02-16,60.0,42.5,2550.0,"gwasz, olej",karton,
Otto Axer,zarchiwizowany,2500,2500,TRZY DZIEWCZYNY W CHUSTKACH, LATA 40. XX W.,2016-02-16,40.5,29.5,1194.75,akwarela,papier,40
Leon Wyczółkowski,zarchiwizowany,800,900,KONFESJA NAD GROBEM ŚW. STANISŁAWA, 1911,2016-02-16,42.0,29.5,1239.0,litografia,papier kremowy,1911
Jean  Lambert-Rucki,zarchiwizowany,2600,3600,KRUCYFIKS,,2016-02-16,21.0,15.0,315.0,,inna,
Zdzisław Beksiński,zarchiwizowany,500,2700,P0769, 1999,2016-02-16,45.5,59.5,2707.25,grafika komputerowa,papier,1999
Koji Kamoji,zarchiwizowany,100,400,KOMPOZYCJA KÓŁ,,2016-02-16,60.0,59.7,3582.0,serigrafia barwna,karton,
Marian Kruczek,zarchiwizowany,1000,1000,KOMPOZYCJA, 1973,2016-01-19,61.0,36.0,2196.0,technika własna,przedmioty zatopione w betonie,1973
Jan Lebenstein,zarchiwizowany,100,1000,USTA,,2016-01-19,32.8,22.5,737.9999999999999,litografia barwna,papier,
Maciej Cichocki ,zarchiwizowany,2700,0,Z CYKLU SIC TRANSIT GLORIA MUNDI, 2015,2016-01-19,24.0,50.5,1212.0,olej,deska,2015
Andrzej Domżalski ,zarchiwizowany,300,700,PRZEMYŚLENIA, 2008,2016-01-19,70.0,50.0,3500.0,"akryl, tusz",papier,2008
Jerzy Duda Gracz,zarchiwizowany,500,1000,"SOBOTA 2, Z CYKLU JUDAICA", 1964,2016-01-19,15.3,7.3,111.69,linoryt,papier,1964
Stanisław Fijałkowski,zarchiwizowany,100,100,BEZ TYTUŁU, 2001,2016-01-19,11.3,8.0,90.4,grafika komputerowa,papier,2001
Koji Kamoji,zarchiwizowany,100,700,BEZ TYTUŁU,,2016-01-19,34.5,36.0,1242.0,serigrafia barwna,papier,
Jakub (Jacques) Zucker,zarchiwizowany,1000,3100,PORTRET MŁODEGO MĘŻCZYZNY W CZAPCE,,2016-01-19,28.0,25.5,714.0,"olej, gwasz",papier,
Zdzisław Beksiński,zarchiwizowany,900,1300,SZKIC DO OBRAZU,,2016-01-19,29.8,21.0,625.8000000000001,długopis,papier kremowy,
Zdzisław Otello Horodecki,zarchiwizowany,500,500,TO JUŻ NASZA JESIEŃ &#8211; PRZYJACIELU, 2004,2016-01-19,35.0,29.0,1015.0,tempera,karton,2004
Waldemar Mazurek,zarchiwizowany,1000,1100,MĘŻCZYZNA, 2013,2016-01-19,1.0,1.0,1.0,brąz patynowany,marmur,2013
Antoni Uniechowski,zarchiwizowany,500,500,RODZINA,,2016-01-19,29.0,39.0,1131.0,tusz pióro,pędzel papier beżowy,
Leszek Rózga,zarchiwizowany,400,400,TUMIDAJ, 1962,2016-01-19,24.0,31.4,753.5999999999999,akwaforta,papier kremowy,1962
Jerzy Panek,zarchiwizowany,1000,0,BEZ TYTUŁU, 1979,2016-01-19,27.5,18.7,514.25,"akwarela, gwasz, kredka",papier,1979
Franciszek Kmita,zarchiwizowany,1500,0,WISŁA, 1967,2016-01-19,50.0,65.0,3250.0,olej,płótno,1967
Jan Dobkowski,zarchiwizowany,100,500,KOMPOZYCJA, 2003,2016-01-19,28.0,21.8,610.4,serigrafia barwna,papier,2003
Paweł  Steller,zarchiwizowany,300,300,KAMIENICZKI ZABYTKOWE W RYNKU OPOLSKIM, 1959,2016-01-19,24.3,18.9,459.27,drzeworyt,papier,1959
Jerzy Szelągowski,zarchiwizowany,100,500,NOCNY SPACER, 1960,2016-01-19,29.5,20.7,610.65,gwasz,papier,1960
Marek Sobczyk,zarchiwizowany,100,400,"PRASUJE KOBRO, Z CYKLU PSYCHO-SOMO-SOCJOANALIZA",,2016-01-19,68.0,49.7,3379.6000000000004,serigrafia,papier,
Marek  Raczkowski ,zarchiwizowany,100,1600,A MOGŁO BYĆ TAK PIĘKNIE,,2016-01-19,29.7,21.0,623.6999999999999,"tusz pióro, akwarela, gwasz",papier,
Agnieszka Polska,zarchiwizowany,1000,1300,BEZ TYTUŁU (KALENDARZ), 2008,2016-01-19,31.5,44.0,1386.0,kredka barwna,papier,2008
Zdzislaw Stanek,zarchiwizowany,1200,0,ŚWIATŁOFORMY V, 1978,2016-01-19,70.0,47.8,3346.0,,technika własna,1978
Jan Marcin Szancer,zarchiwizowany,200,500,ILUSTRACJA,,2016-01-19,21.2,29.8,631.76,"tusz, akwarela",papier,
Kazimierz Podsadecki,zarchiwizowany,1000,0,9 MINIATUR MALOWANYCH NA SZKLE,,2016-01-19,35.0,32.0,1120.0,,technika własna,
Antoni Janusz Wojnarowski,zarchiwizowany,300,0,ŁOZÓWKA, 2015,2016-01-19,25.0,25.0,625.0,olej,płótno,2015
Mojżesz Kisling,zarchiwizowany,1000,1000,PORTRET KOBIETY,,2016-01-19,16.9,12.0,202.79999999999998,sucha igła,papier,
Pablo Picasso,zarchiwizowany,800,1100,ARTYSTA I MODELKA, 1933/1973,2016-01-19,16.0,22.0,352.0,serigrafia,papier,1933
Jan Lebenstein,zarchiwizowany,500,800,TRZY KOBIETY PRZY STOLE,,2016-01-19,49.0,32.0,1568.0,litografia barwna,papier,
Edyta  Draus ,zarchiwizowany,100,0,NIEDZIELA,,2016-01-19,20.5,15.0,307.5,"collage, ołówek",papier,
Jonasz Stern,zarchiwizowany,1000,1000,KOMPOZYCJA, OK. 1958,2016-01-19,17.5,46.0,805.0,serigrafia barwna,papier,1958
Krzysztof Witold Skórczewski,zarchiwizowany,600,0,EMIGRANCI, 1987,2016-01-19,23.3,33.6,782.8800000000001,miedzioryt,mezzotinta,1987
Danuta Niklewicz,zarchiwizowany,100,100,IMPRESJA - PEJZAŻ, 2014,2016-01-19,14.5,20.4,295.79999999999995,akwarela,papier,2014
Igor Mitoraj,zarchiwizowany,1000,1600,GŁOWA,,2016-01-19,4.2,3.0,12.600000000000001,,metal srebrzony,
Alicja Wahl,zarchiwizowany,800,1400,PARA, 1995,2016-01-19,21.5,20.5,440.75,"pastel, gwasz, akwarela",papier,1995
Andrzej Strumiłło,zarchiwizowany,100,300,ILUSTRACJA DO PSALMU 57,,2016-01-19,12.0,8.2,98.39999999999999,,technika własna,
Paweł Michalak ,zarchiwizowany,1000,1000,BEZ TYTUŁU,,2016-01-19,99.5,69.5,6915.25,akryl,tektura,
David Pataraia,zarchiwizowany,3000,0,BEZ TYTUŁU (KOGUT), 2015,2016-01-19,121.0,98.5,11918.5,"pastel, węgiel",papier,2015
Franciszek Kmita,zarchiwizowany,1500,0,WISŁA, 1967,2016-01-19,50.0,65.0,3250.0,olej,płótno,1967
Jerzy Panek,zarchiwizowany,1000,0,BEZ TYTUŁU, 1979,2016-01-19,27.5,18.7,514.25,"akwarela, gwasz, kredka",papier,1979
Paweł  Steller,zarchiwizowany,300,300,KAMIENICZKI ZABYTKOWE W RYNKU OPOLSKIM, 1959,2016-01-19,24.3,18.9,459.27,drzeworyt,papier,1959
Jonasz Stern,zarchiwizowany,1000,1000,KOMPOZYCJA, OK. 1958,2016-01-19,17.5,46.0,805.0,serigrafia barwna,papier,1958
Jan Dobkowski,zarchiwizowany,100,500,KOMPOZYCJA, 2003,2016-01-19,28.0,21.8,610.4,serigrafia barwna,papier,2003
Zdzisław Beksiński,zarchiwizowany,500,2900,BEZ TYTUŁU,,2016-01-19,24.6,32.9,809.34,grafika komputerowa,papier,
Tomasz Sętowski,zarchiwizowany,2500,2500,INWAZJA, 2015,2016-01-19,31.0,23.0,713.0,"akwarela, tusz, pióro",papier,2015
Fryderyk Antoni Hayder,zarchiwizowany,1000,1000,MARTWA NATURA Z KOSZYKIEM, 1969,2016-01-19,48.6,69.0,3353.4,"akwarela, gwasz",papier,1969
Paweł Michalak ,zarchiwizowany,1000,1000,BEZ TYTUŁU,,2016-01-19,99.5,69.5,6915.25,akryl,tektura,
Alicja Wahl,zarchiwizowany,800,1400,PARA, 1995,2016-01-19,21.5,20.5,440.75,"pastel, gwasz, akwarela",papier,1995
Leon Wyczółkowski,zarchiwizowany,800,1200,RATUSZ W POZNANIU, 1933,2016-01-19,35.7,24.8,885.3600000000001,litografia barwna,papier kremowy,1933
Bronisława Wilimowska,zarchiwizowany,500,500,WARSZAWA. ZIMA, 1970,2016-01-19,35.5,50.0,1775.0,olej,płótno,1970
Tadeusz Ryszard Gąsiewicz,zarchiwizowany,500,500,SŁONECZNIKI, 1960,2016-01-19,55.5,43.0,2386.5,olej,płótno,1960
Marcin Surzycki,zarchiwizowany,500,500,NUMBER ONE, LATA 90. XX W.,2016-01-19,68.5,98.5,6747.25,wklęsłodruk barwny,papier,90
Jarosław Modzelewski,zarchiwizowany,300,300,REGIERUNGSPRASIDENT, 2009,2016-01-19,49.0,65.2,3194.8,litografia,papier,2009
Igor Mitoraj,zarchiwizowany,1000,1600,GŁOWA,,2016-01-19,4.2,3.0,12.600000000000001,,metal srebrzony,
Krzysztof Witold Skórczewski,zarchiwizowany,600,0,EMIGRANCI, 1987,2016-01-19,23.3,33.6,782.8800000000001,miedzioryt,mezzotinta,1987
Antoni Kowalski,zarchiwizowany,100,100,CAŁUN CZARNY, 1984,2016-01-19,23.0,15.3,351.90000000000003,akwaforta,papier kremowy,1984
Pietro Lazzari,zarchiwizowany,100,200,ROZMOWA,,2016-01-19,29.0,36.0,1044.0,tusz pióro,papier kremowy,
Tomasz Padzik,zarchiwizowany,300,0,BHP,1986-87/2007,2016-01-19,32.5,45.2,1469.0,,fotografia czarno-biała,1986
Bohdan Butenko,zarchiwizowany,100,700,POJEDYNEK,,2016-01-19,13.4,20.5,274.7,tusz pióro,papier,
Krzysztof Jung,zarchiwizowany,800,800,CHŁOPIEC TRZYMAJĄCY PTASZKA, 1977,2016-01-19,71.0,43.0,3053.0,pastel,papier,1977
Grzegorz W.  Komorowski,zarchiwizowany,200,0,BEZ TYTUŁU, 2004,2016-01-19,42.0,29.7,1247.3999999999999,ołówek,papier,2004
Pablo Picasso,zarchiwizowany,800,1100,ARTYSTA I MODELKA, 1933/1973,2016-01-19,16.0,22.0,352.0,serigrafia,papier,1933
Andrzej Strumiłło,zarchiwizowany,100,300,ILUSTRACJA DO PSALMU 57,,2016-01-19,12.0,8.2,98.39999999999999,,technika własna,
Edyta  Draus ,zarchiwizowany,100,0,NIEDZIELA,,2016-01-19,20.5,15.0,307.5,"collage, ołówek",papier,
Mojżesz Kisling,zarchiwizowany,1000,1000,PORTRET KOBIETY,,2016-01-19,16.9,12.0,202.79999999999998,sucha igła,papier,
Maurizio Buscarino,zarchiwizowany,700,700,"TEATR KANTORA UMARŁA KLASA, TEATR CRICOT 2", 197,2015-12-08,20.3,29.6,600.88,,fotografia czarno-biała (odbitka cyfrowa),197
Alicja Wahl,zarchiwizowany,1500,0,AKT WE WNĘTRZU, 1988,2015-12-08,76.0,56.2,4271.2,pastel,karton,1988
Kasper Pochwalski,zarchiwizowany,500,0,FIGURA ALEGORYCZNA (ANIOŁ Z ŁUKIEM),,2015-12-08,15.0,16.8,252.0,"akwaforta, sucha igła",papier kremowy,
Tadeusz Kulisiewicz,zarchiwizowany,500,1200,GŁOWA KOBIETY, 1974,2015-12-08,39.5,29.5,1165.25,tusz pióro,papier kremowy,1974
Jacek Waltoś,zarchiwizowany,1000,1000,SCENA FIGURALNA, 1990,2015-12-08,47.0,63.3,2975.1,pastel,papier beżowy,1990
Alicja Wahl,zarchiwizowany,800,0,KOBIETA NA TLE ŚCIANY, 1989,2015-12-08,28.5,20.0,570.0,"pastel, akwarela",papier,1989
Andrzej Domżalski ,zarchiwizowany,200,300,BOŻENA, 2015,2015-12-08,34.0,27.0,918.0,"pastel, akryl",karton,2015
Jan Dobkowski,zarchiwizowany,1200,0,FIGURY, 1976,2015-12-08,31.0,23.0,713.0,ołówek,papier kremowy,1976
Jacek Yerka,zarchiwizowany,500,2000,WINNICZEK OLADROWANY, 2015,2015-12-08,21.0,29.6,621.6,ołówek,karton,2015
Maria Okołów-Podhorska ,zarchiwizowany,100,100,LIŚCIE LECĄCE, 1985,2015-12-08,30.8,22.2,683.76,akwaforta,papier kremowy,1985
Józef Gielniak,zarchiwizowany,200,800,EKSLIBRIS WŁASNY, 1965,2015-12-08,6.1,4.4,26.84,linoryt,papier kremowy,1965
Joanna Wiszniewska-Domańska,zarchiwizowany,100,0,MARTWA NATURA Z DOMEM Z BAJKI, 2003,2015-12-08,9.8,10.2,99.96,grafika offsetowa,papier,2003
Zofia Stryjeńska,zarchiwizowany,100,700,Z TEKI STROJE LUDOWE &#8211; KARTA 10, 1939,2015-12-08,50.0,39.4,1970.0,litografia barwna,karton,1939
Jacek Yerka,zarchiwizowany,500,2100,MIĘCZAK PARZYSTOGĄSIENICOWY, 2015,2015-12-08,29.6,21.0,621.6,ołówek,papier,2015
Jan Dobkowski,zarchiwizowany,1200,0,FIGURA PODWÓJNA, 1976,2015-12-08,31.0,23.0,713.0,ołówek,papier kremowy,1976
Jerzy Grabowski,zarchiwizowany,100,400,INTERWENCJA W STRUKTURĘ, 1972/79,2015-12-08,6.0,5.0,30.0,linoryt barwny,druk wypukły suchy,1972
Andrzej Strumiłło,zarchiwizowany,100,300,ILUSTRACJA DO PSALMU 11.3,,2015-12-08,12.0,8.3,99.60000000000001,technika własna,papier,
Leszek Rózga,zarchiwizowany,300,0,DLA PAULINY, 1979,2015-12-08,27.1,26.8,726.2800000000001,akwaforta barwna,papier,1979
Jan Lebenstein,zarchiwizowany,600,600,KOBIETA NA TLE WIEŻY, 1985,2015-12-08,49.5,31.6,1564.2,litografia barwna,papier kremowy,1985
Mariusz Chrostowski,zarchiwizowany,900,0,KONFRONTACJA TULIPANA, 2002,2015-12-08,21.7,29.5,640.15,olej,płyta pilśniowa,2002
Zbigniew  Krygier ,zarchiwizowany,1000,1000,ŚPIĄCE ZWIERZĘ, 2015,2015-12-08,60.0,81.0,4860.0,olej,płótno,2015
Jerzy Panek,zarchiwizowany,1000,1000,AUTOPORTRET, 1979,2015-12-08,27.8,18.8,522.64,"akwarela, kredka",papier,1979
Mariola Świgulska,zarchiwizowany,400,400,ŚWIAT PÓL I ŁĄK, 2005,2015-12-08,100.0,70.0,7000.0,olej,płótno,2005
Xawery Dunikowski,zarchiwizowany,300,800,PROFIL &#8211; KARYKATURA HENRYKA HOCHMANA,,2015-12-08,10.5,7.6,79.8,ołówek,tektura beżowa,
Wojciech Ćwiertniewicz ,zarchiwizowany,300,400,BEZ TYTUŁU (127), 2009,2015-12-08,27.0,24.0,648.0,"olej, akryl",płótno,2009
Antoni Janusz Wojnarowski,zarchiwizowany,200,300,WĄSATKA, 2015,2015-12-08,25.0,25.0,625.0,olej,płótno,2015
Marek Sobczyk,zarchiwizowany,100,200,"SPRAWA NIEZNALSKIEJ, ", 2008,2015-12-08,68.0,49.6,3372.8,serigrafia barwna,papier,2008
Jerzy Szelągowski,zarchiwizowany,100,200,WIDOK MIEJSKI, 1960,2015-12-08,32.0,22.0,704.0,"gwasz, tusz pióro",papier,1960
Jan Balcerzak,dostępny w Galerii,1500,0,IMPRESJE NORWESKIE, 2000,2015-12-08,44.0,31.5,1386.0,pastel,papier,2000
Stanisław Fijałkowski,zarchiwizowany,100,500,ANIOŁ,,2015-12-08,11.2,8.7,97.43999999999998,linoryt,papier,
Marc Chagall,zarchiwizowany,500,2000,KOMPOZYCJA Z KWIATAMI,,2015-12-08,22.9,17.0,389.29999999999995,litografia barwna,papier,
Zdzisław Beksiński,zarchiwizowany,500,2800,BEZ TYTUŁU,,2015-12-08,18.0,13.6,244.79999999999998,grafika komputerowa,papier,
